,Дата,Час,DDPP,PRLA,GLA,LSA,SMF
4466,2010-09-19,20,19886,20411,685,0,170.0
4467,2010-09-19,19,18511,19313,905,0,170.0
4468,2010-09-19,18,18449,19410,1087,0,173.75
4469,2010-09-19,17,19045,20002,1087,0,173.75
4470,2010-09-19,16,19001,20956,1954,0,189.03
4471,2010-09-19,15,19036,21365,2328,0,189.03
4472,2010-09-19,14,19349,21664,2314,0,189.03
4473,2010-09-19,13,19066,21465,2398,0,189.03
4474,2010-09-19,12,18922,21171,2248,0,189.03
4475,2010-09-19,11,19834,22213,2378,0,189.03
4476,2010-09-19,10,19748,21808,2059,0,189.03
4477,2010-09-19,9,18995,21116,2120,0,189.03
4478,2010-09-19,8,17593,19349,1875,0,187.93
4479,2010-09-19,7,17544,16272,0,1272,95.01
4480,2010-09-19,6,17998,14810,0,3188,48.14
4481,2010-09-19,5,17424,14867,0,2449,70.0
4482,2010-09-19,4,17444,15436,0,1900,80.0
4483,2010-09-19,3,17408,15537,0,1763,90.3
4484,2010-09-19,2,17180,15942,0,1130,95.04
4485,2010-09-19,1,16071,16627,771,0,160.34
4486,2010-09-19,0,15244,17730,2544,0,166.65
4487,2010-09-18,23,17560,19739,2178,0,166.15
4488,2010-09-18,22,18330,20809,2478,0,167.75
4489,2010-09-18,21,19187,20632,1534,0,191.6
4490,2010-09-18,20,18898,20394,1533,0,191.6
4491,2010-09-18,19,17608,19090,1532,0,191.6
4492,2010-09-18,18,17707,19297,1768,0,192.66
4493,2010-09-18,17,18288,20293,2004,0,193.76
4494,2010-09-18,16,18509,21348,2838,0,190.1
4495,2010-09-18,15,19208,21663,2454,0,190.1
4496,2010-09-18,14,19417,21854,2436,0,190.1
4497,2010-09-18,13,19137,21551,2413,0,190.29
4498,2010-09-18,12,18997,21259,2261,0,190.1
4499,2010-09-18,11,19972,22238,2265,0,190.29
4500,2010-09-18,10,19602,21843,2240,0,190.1
4501,2010-09-18,9,18921,21155,2233,0,190.1
4502,2010-09-18,8,17539,19285,1745,0,189.03
4503,2010-09-18,7,17603,16377,0,1226,95.01
4504,2010-09-18,6,18295,14625,0,3670,47.56
4505,2010-09-18,5,17633,14897,0,2775,66.98
4506,2010-09-18,4,17620,15356,0,2264,79.9
4507,2010-09-18,3,17621,15565,0,2056,80.0
4508,2010-09-18,2,17350,15951,0,1399,95.0
4509,2010-09-18,1,16754,16554,0,200,105.0
4510,2010-09-18,0,15566,17761,2194,0,167.75
4511,2010-09-17,23,18268,19810,1541,0,166.15
4512,2010-09-17,22,18869,20684,1814,0,166.15
4513,2010-09-17,21,19208,20522,1346,0,190.0
4514,2010-09-17,20,19027,20450,1527,0,191.6
4515,2010-09-17,19,17795,19244,1526,0,191.6
4516,2010-09-17,18,17888,19155,1339,0,190.0
4517,2010-09-17,17,18652,19829,1185,0,190.0
4518,2010-09-17,16,19065,20978,1912,0,189.03
4519,2010-09-17,15,19118,21311,2192,0,190.1
4520,2010-09-17,14,19421,21715,2293,0,190.1
4521,2010-09-17,13,19160,21424,2263,0,190.1
4522,2010-09-17,12,18991,21126,2134,0,190.1
4523,2010-09-17,11,20052,22107,2073,0,190.0
4524,2010-09-17,10,19567,21710,2142,0,190.1
4525,2010-09-17,9,18882,21019,2136,0,189.03
4526,2010-09-17,8,17265,19274,2008,0,189.03
4527,2010-09-17,7,17802,16355,0,1447,100.0
4528,2010-09-17,6,18471,14881,0,3590,47.56
4529,2010-09-17,5,18033,15142,0,2893,66.98
4530,2010-09-17,4,18004,15506,0,2498,79.9
4531,2010-09-17,3,18025,15616,0,2409,79.9
4532,2010-09-17,2,17895,15808,0,2087,80.0
4533,2010-09-17,1,17436,16608,0,828,95.0
4534,2010-09-17,0,15812,17806,2055,0,166.65
4535,2010-09-16,23,17063,19524,2463,0,165.05
4536,2010-09-16,22,17871,20463,2591,0,166.15
4537,2010-09-16,21,18687,20319,1631,0,189.9
4538,2010-09-16,20,18562,20357,1884,0,191.6
4539,2010-09-16,19,17588,18949,1391,0,185.34
4540,2010-09-16,18,17570,18949,1391,0,185.34
4541,2010-09-16,17,17892,19829,2114,0,192.66
4542,2010-09-16,16,18298,20882,2583,0,189.03
4543,2010-09-16,15,18409,21099,2737,0,190.0
4544,2010-09-16,14,18800,21602,2801,0,190.1
4545,2010-09-16,13,18196,21210,3013,0,190.1
4546,2010-09-16,12,18118,21019,2900,0,190.1
4547,2010-09-16,11,18645,22001,3355,0,190.1
4548,2010-09-16,10,18579,21508,2934,0,190.0
4549,2010-09-16,9,17830,20918,3096,0,190.0
4550,2010-09-16,8,16704,18861,2249,0,187.93
4551,2010-09-16,7,17719,14972,0,2747,79.9
4552,2010-09-16,6,17278,13302,0,3976,45.51
4553,2010-09-16,5,16781,13257,0,3524,57.5
4554,2010-09-16,4,16784,13734,0,3137,66.45
4555,2010-09-16,3,16797,13838,0,3012,66.98
4556,2010-09-16,2,16940,14125,0,2821,68.89
4557,2010-09-16,1,16789,14527,0,2262,79.9
4558,2010-09-16,0,16181,15924,0,257,101.0
4559,2010-09-15,23,18101,18965,863,0,159.63
4560,2010-09-15,22,19307,19905,597,0,155.5
4561,2010-09-15,21,20745,19969,0,806,95.0
4562,2010-09-15,20,20840,20020,0,820,90.0
4563,2010-09-15,19,18329,18513,261,0,159.96
4564,2010-09-15,18,17191,18215,1044,0,191.6
4565,2010-09-15,17,17515,18514,998,0,190.0
4566,2010-09-15,16,17741,19258,1550,0,180.52
4567,2010-09-15,15,19035,19874,916,0,170.0
4568,2010-09-15,14,19448,20379,930,0,170.0
4569,2010-09-15,13,19441,20396,954,0,170.0
4570,2010-09-15,12,19464,20699,1234,0,177.76
4571,2010-09-15,11,20335,21178,916,0,170.0
4572,2010-09-15,10,20250,20382,186,0,140.0
4573,2010-09-15,9,19435,19792,389,0,159.8
4574,2010-09-15,8,17057,17718,696,0,170.0
4575,2010-09-15,7,17743,14995,0,2748,70.0
4576,2010-09-15,6,17952,14123,0,3855,47.46
4577,2010-09-15,5,17364,14665,0,2699,68.16
4578,2010-09-15,4,17327,15134,0,2193,80.0
4579,2010-09-15,3,17342,15345,0,1997,80.0
4580,2010-09-15,2,17552,15643,0,1909,80.0
4581,2010-09-15,1,17314,16543,0,771,95.02
4582,2010-09-15,0,16699,17756,1119,0,159.96
4583,2010-09-14,23,18101,18965,863,0,159.63
4584,2010-09-14,22,19307,19905,597,0,155.5
4585,2010-09-14,21,20745,19969,0,806,95.0
4586,2010-09-14,20,20840,20020,0,820,90.0
4587,2010-09-14,19,18329,18513,261,0,159.96
4588,2010-09-14,18,17191,18215,1044,0,191.6
4589,2010-09-14,17,17515,18514,998,0,190.0
4590,2010-09-14,16,17741,19258,1550,0,180.52
4591,2010-09-14,15,19035,19874,916,0,170.0
4592,2010-09-14,14,19448,20379,930,0,170.0
4593,2010-09-14,13,19441,20396,954,0,170.0
4594,2010-09-14,12,19464,20699,1234,0,177.76
4595,2010-09-14,11,20335,21178,916,0,170.0
4596,2010-09-14,10,20250,20382,186,0,140.0
4597,2010-09-14,9,19435,19792,389,0,159.8
4598,2010-09-14,8,17057,17718,696,0,170.0
4599,2010-09-14,7,17743,14995,0,2748,70.0
4600,2010-09-14,6,17952,14123,0,3855,47.46
4601,2010-09-14,5,17364,14665,0,2699,68.16
4602,2010-09-14,4,17327,15134,0,2193,80.0
4603,2010-09-14,3,17342,15345,0,1997,80.0
4604,2010-09-14,2,17552,15643,0,1909,80.0
4605,2010-09-14,1,17314,16543,0,771,95.02
4606,2010-09-14,0,16699,17756,1119,0,159.96
4607,2010-09-13,23,19203,19543,377,0,145.0
4608,2010-09-13,22,19937,20424,510,0,154.99
4609,2010-09-13,21,20919,20199,0,720,70.1
4610,2010-09-13,20,20994,20357,0,637,70.1
4611,2010-09-13,19,19505,19243,0,262,95.0
4612,2010-09-13,18,19459,19146,0,313,85.0
4613,2010-09-13,17,19377,19746,388,0,159.96
4614,2010-09-13,16,19921,20676,833,0,170.0
4615,2010-09-13,15,20216,21191,974,0,177.76
4616,2010-09-13,14,20314,21491,1176,0,177.76
4617,2010-09-13,13,19249,20321,1071,0,177.76
4618,2010-09-13,12,20042,21016,973,0,177.76
4619,2010-09-13,11,20783,21994,1210,0,185.9
4620,2010-09-13,10,20559,21520,960,0,177.76
4621,2010-09-13,9,19783,20745,961,0,177.76
4622,2010-09-13,8,18941,19058,130,0,120.0
4623,2010-09-13,7,18418,15972,0,2446,90.0
4624,2010-09-13,6,18802,14632,0,4188,45.6
4625,2010-09-13,5,18086,14842,0,3308,63.84
4626,2010-09-13,4,18059,15110,0,2950,65.39
4627,2010-09-13,3,18078,15212,0,2909,66.45
4628,2010-09-13,2,18202,15600,0,2602,67.35
4629,2010-09-13,1,17592,16489,0,1103,95.0
4630,2010-09-13,0,15497,17493,1995,0,170.1
4631,2010-09-12,23,17566,19649,2082,0,170.1
4632,2010-09-12,22,19417,20521,1103,0,159.63
4633,2010-09-12,21,19872,20486,775,0,170.0
4634,2010-09-12,20,19869,20357,487,0,168.0
4635,2010-09-12,19,17973,19144,1170,0,187.11
4636,2010-09-12,18,17925,18947,1021,0,187.11
4637,2010-09-12,17,17832,19645,1818,0,193.0
4638,2010-09-12,16,18559,20768,2208,0,190.29
4639,2010-09-12,15,19285,20990,1704,0,190.29
4640,2010-09-12,14,19450,21495,2044,0,190.48
4641,2010-09-12,13,19462,21123,1660,0,190.1
4642,2010-09-12,12,19887,20915,1027,0,170.0
4643,2010-09-12,11,19924,21917,1992,0,190.48
4644,2010-09-12,10,19963,21539,1594,0,190.0
4645,2010-09-12,9,19678,20960,1281,0,177.76
4646,2010-09-12,8,18355,19285,980,0,170.0
4647,2010-09-12,7,18464,16108,0,2563,49.8
4648,2010-09-12,6,18480,14855,0,3682,47.46
4649,2010-09-12,5,17580,14854,0,2785,66.98
4650,2010-09-12,4,17537,15228,0,2309,79.9
4651,2010-09-12,3,17645,15336,0,2309,79.9
4652,2010-09-12,2,17908,15524,0,2418,70.0
4653,2010-09-12,1,17460,16313,0,1147,79.9
4654,2010-09-12,0,17075,17521,620,0,152.79
4655,2010-09-11,23,15938,19674,3735,0,170.44
4656,2010-09-11,22,18136,20447,2310,0,170.1
4657,2010-09-11,21,18694,20522,1827,0,193.9
4658,2010-09-11,20,18646,20594,1947,0,193.9
4659,2010-09-11,19,16237,19181,2943,0,194.09
4660,2010-09-11,18,16194,18979,2784,0,194.09
4661,2010-09-11,17,15987,19576,3588,0,194.29
4662,2010-09-11,16,15991,20700,4708,0,191.63
4663,2010-09-11,15,17255,21116,3860,0,191.82
4664,2010-09-11,14,17520,21525,4015,0,192.87
4665,2010-09-11,13,17536,21150,3613,0,191.63
4666,2010-09-11,12,18039,21043,3003,0,191.43
4667,2010-09-11,11,18555,21825,3300,0,193.06
4668,2010-09-11,10,18573,21550,2999,0,192.48
4669,2010-09-11,9,18488,20569,2080,0,190.29
4670,2010-09-11,8,17363,18384,1020,0,177.76
4671,2010-09-11,7,18451,14712,0,3773,49.4
4672,2010-09-11,6,16878,13564,0,3314,48.04
4673,2010-09-11,5,16394,13554,0,2840,67.35
4674,2010-09-11,4,16520,14230,0,2290,79.9
4675,2010-09-11,3,16571,14233,0,2338,79.9
4676,2010-09-11,2,16819,14420,0,2399,79.9
4677,2010-09-11,1,17354,15110,0,2244,69.54
4678,2010-09-11,0,16679,16314,0,365,95.04
4679,2010-09-10,23,17011,18748,1736,0,167.75
4680,2010-09-10,22,18625,19527,901,0,159.63
4681,2010-09-10,21,20072,19509,0,567,80.0
4682,2010-09-10,20,20074,19571,0,503,85.0
4683,2010-09-10,19,18579,17960,0,619,79.9
4684,2010-09-10,18,18057,17759,0,298,95.0
4685,2010-09-10,17,17996,18070,130,0,135.0
4686,2010-09-10,16,17256,18797,1551,0,190.0
4687,2010-09-10,15,18689,19303,678,0,168.82
4688,2010-09-10,14,18828,19911,1118,0,170.0
4689,2010-09-10,13,18845,19927,1118,0,170.0
4690,2010-09-10,12,19144,20227,1119,0,170.0
4691,2010-09-10,11,19341,20615,1273,0,177.76
4692,2010-09-10,10,19128,19938,899,0,170.0
4693,2010-09-10,9,18677,19454,899,0,170.0
4694,2010-09-10,8,16771,17370,679,0,168.82
4695,2010-09-10,7,18091,14612,0,3479,48.14
4696,2010-09-10,6,17737,13840,0,3948,45.6
4697,2010-09-10,5,17031,14218,0,2824,66.45
4698,2010-09-10,4,16774,14697,0,2077,80.0
4699,2010-09-10,3,16819,14897,0,1922,80.0
4700,2010-09-10,2,17344,15287,0,2057,80.0
4701,2010-09-10,1,17249,16077,0,1172,95.0
4702,2010-09-10,0,16586,17179,631,0,152.79
4703,2010-09-09,23,17700,19889,2188,0,170.44
4704,2010-09-09,22,18182,20770,2587,0,170.44
4705,2010-09-09,21,18965,20528,1689,0,193.0
4706,2010-09-09,20,19261,20713,1498,0,193.0
4707,2010-09-09,19,18272,19017,908,0,170.0
4708,2010-09-09,18,17687,19124,1451,0,191.6
4709,2010-09-09,17,17852,19889,2036,0,193.9
4710,2010-09-09,16,18460,20946,2485,0,190.48
4711,2010-09-09,15,18305,21547,3241,0,191.63
4712,2010-09-09,14,18660,21952,3291,0,192.97
4713,2010-09-09,13,18768,21658,2889,0,191.63
4714,2010-09-09,12,18761,21257,2495,0,190.48
4715,2010-09-09,11,19214,22279,3140,0,193.0
4716,2010-09-09,10,18935,21987,3074,0,192.48
4717,2010-09-09,9,18399,20903,2503,0,190.48
4718,2010-09-09,8,17119,18896,1776,0,190.1
4719,2010-09-09,7,17442,15173,0,2269,50.1
4720,2010-09-09,6,17375,13331,0,4044,41.44
4721,2010-09-09,5,16934,13369,0,3565,57.5
4722,2010-09-09,4,16930,13483,0,3447,57.5
4723,2010-09-09,3,16881,13568,0,3322,63.58
4724,2010-09-09,2,16993,13755,0,3238,64.19
4725,2010-09-09,1,17733,14563,0,3170,66.55
4726,2010-09-09,0,16797,15815,0,1210,69.72
4727,2010-09-08,23,18429,18256,0,173,79.9
4728,2010-09-08,22,18897,18853,0,97,95.0
4729,2010-09-08,21,20920,18720,0,2200,70.1
4730,2010-09-08,20,20566,18515,0,2051,70.1
4731,2010-09-08,19,19275,16417,0,2919,69.72
4732,2010-09-08,18,18978,15726,0,3280,69.16
4733,2010-09-08,17,18901,15683,0,3218,69.26
4734,2010-09-08,16,19169,16144,0,3187,49.8
4735,2010-09-08,15,18951,16445,0,2625,50.0
4736,2010-09-08,14,19659,16850,0,2809,50.0
4737,2010-09-08,13,20026,17053,0,3074,50.0
4738,2010-09-08,12,19913,17048,0,2966,50.0
4739,2010-09-08,11,19939,17046,0,2968,50.0
4740,2010-09-08,10,18798,16749,0,2049,79.9
4741,2010-09-08,9,17767,15858,0,1909,95.0
4742,2010-09-08,8,17168,14348,0,2820,52.92
4743,2010-09-08,7,17363,12923,0,4440,40.24
4744,2010-09-08,6,17400,12670,0,4730,40.19
4745,2010-09-08,5,17223,13391,0,3846,63.58
4746,2010-09-08,4,17224,14004,0,3230,66.45
4747,2010-09-08,3,17250,14089,0,3230,66.45
4748,2010-09-08,2,17242,14574,0,2688,68.06
4749,2010-09-08,1,17607,15781,0,1797,70.0
4750,2010-09-08,0,15978,16931,978,0,159.63
4751,2010-09-07,23,16594,18623,2028,0,166.15
4752,2010-09-07,22,17311,19607,2301,0,166.65
4753,2010-09-07,21,18013,19567,1598,0,192.66
4754,2010-09-07,20,18109,19856,1779,0,193.5
4755,2010-09-07,19,16587,17961,1597,0,192.66
4756,2010-09-07,18,15760,17471,1710,0,193.76
4757,2010-09-07,17,15693,17735,2041,0,193.76
4758,2010-09-07,16,15456,18502,3045,0,190.1
4759,2010-09-07,15,16380,19002,2621,0,190.1
4760,2010-09-07,14,17072,19707,2634,0,190.1
4761,2010-09-07,13,17344,19801,2456,0,190.1
4762,2010-09-07,12,17268,20004,2735,0,190.1
4763,2010-09-07,11,18188,21032,3099,0,190.1
4764,2010-09-07,10,17708,20435,2978,0,190.1
4765,2010-09-07,9,16757,19545,3039,0,190.1
4766,2010-09-07,8,15233,17533,2550,0,190.1
4767,2010-09-07,7,16181,15095,0,835,105.0
4768,2010-09-07,6,16632,14146,0,2235,90.0
4769,2010-09-07,5,16218,14780,0,1187,95.02
4770,2010-09-07,4,15996,15095,0,650,100.2
4771,2010-09-07,3,15961,15282,0,428,105.0
4772,2010-09-07,2,16022,15466,0,305,109.16
4773,2010-09-07,1,15153,16274,1371,0,166.15
4774,2010-09-07,0,15242,17519,2649,0,168.27
4775,2010-09-06,23,18222,19479,1256,0,159.63
4776,2010-09-06,22,18610,20358,1916,0,165.05
4777,2010-09-06,21,19159,20422,1285,0,190.0
4778,2010-09-06,20,19112,20512,1399,0,190.0
4779,2010-09-06,19,18363,19016,753,0,170.0
4780,2010-09-06,18,17701,18625,935,0,173.75
4781,2010-09-06,17,18008,19088,1079,0,187.11
4782,2010-09-06,16,18007,20044,2036,0,189.03
4783,2010-09-06,15,18464,20452,1987,0,189.03
4784,2010-09-06,14,18713,20856,2142,0,189.03
4785,2010-09-06,13,18728,19849,1120,0,177.76
4786,2010-09-06,12,18735,20348,1698,0,186.1
4787,2010-09-06,11,18945,21604,2658,0,190.48
4788,2010-09-06,10,19018,21304,2285,0,189.03
4789,2010-09-06,9,18693,20711,2017,0,189.03
4790,2010-09-06,8,17620,18904,1283,0,177.76
4791,2010-09-06,7,15445,16115,669,0,177.76
4792,2010-09-06,6,17224,14627,0,2588,48.62
4793,2010-09-06,5,17233,14852,0,2381,68.99
4794,2010-09-06,4,17201,15320,0,1881,80.0
4795,2010-09-06,3,17221,15404,0,1817,80.0
4796,2010-09-06,2,17327,15689,0,1640,85.0
4797,2010-09-06,1,15849,16292,476,0,152.79
4798,2010-09-06,0,15120,17542,2579,0,166.65
4799,2010-09-05,23,16765,19786,3020,0,169.37
4800,2010-09-05,22,17563,20668,3104,0,169.37
4801,2010-09-05,21,17668,20524,2855,0,193.9
4802,2010-09-05,20,18681,20515,1899,0,193.0
4803,2010-09-05,19,17251,18719,1665,0,192.66
4804,2010-09-05,18,16502,18625,2122,0,193.76
4805,2010-09-05,17,17135,19180,2044,0,193.76
4806,2010-09-05,16,17545,20246,2700,0,190.1
4807,2010-09-05,15,17624,20443,2818,0,190.29
4808,2010-09-05,14,17875,20946,3070,0,190.48
4809,2010-09-05,13,17892,20555,2662,0,190.1
4810,2010-09-05,12,17890,20267,2384,0,190.0
4811,2010-09-05,11,18722,21563,2840,0,190.48
4812,2010-09-05,10,18505,21262,2756,0,190.48
4813,2010-09-05,9,17732,20769,3036,0,190.29
4814,2010-09-05,8,15967,18864,2896,0,190.1
4815,2010-09-05,7,15772,16237,464,0,177.76
4816,2010-09-05,6,17285,14540,0,2776,47.84
4817,2010-09-05,5,17291,14763,0,2528,67.35
4818,2010-09-05,4,17308,15143,0,2165,70.0
4819,2010-09-05,3,17332,15325,0,2007,79.9
4820,2010-09-05,2,16896,15619,0,1277,80.0
4821,2010-09-05,1,15445,16425,979,0,159.63
4822,2010-09-05,0,14874,17581,2719,0,166.65
4823,2010-09-04,23,15427,19499,4071,0,170.1
4824,2010-09-04,22,16208,20480,4271,0,170.1
4825,2010-09-04,21,16813,20362,3548,0,194.09
4826,2010-09-04,20,17594,20448,2853,0,193.9
4827,2010-09-04,19,16286,18552,2265,0,193.9
4828,2010-09-04,18,15790,18057,2387,0,193.8
4829,2010-09-04,17,16414,18810,2395,0,193.9
4830,2010-09-04,16,16723,19867,3143,0,190.1
4831,2010-09-04,15,16866,20172,3305,0,190.29
4832,2010-09-04,14,16961,20475,3513,0,190.29
4833,2010-09-04,13,16972,20379,3406,0,190.29
4834,2010-09-04,12,16976,20194,3217,0,190.29
4835,2010-09-04,11,17645,21261,3615,0,191.43
4836,2010-09-04,10,17447,20960,3512,0,190.48
4837,2010-09-04,9,16943,20349,3405,0,190.29
4838,2010-09-04,8,15272,18643,3468,0,190.19
4839,2010-09-04,7,16601,15817,0,784,100.0
4840,2010-09-04,6,17323,14333,0,3128,47.08
4841,2010-09-04,5,17357,14660,0,2734,66.98
4842,2010-09-04,4,17357,14928,0,2451,68.06
4843,2010-09-04,3,17377,15011,0,2366,68.99
4844,2010-09-04,2,17360,15202,0,2158,70.0
4845,2010-09-04,1,16629,16007,0,622,95.01
4846,2010-09-04,0,15237,17256,2018,0,166.15
4847,2010-09-03,23,15522,19190,3667,0,170.1
4848,2010-09-03,22,16588,20172,3583,0,170.1
4849,2010-09-03,21,16863,20053,3189,0,193.9
4850,2010-09-03,20,17662,20243,2580,0,193.9
4851,2010-09-03,19,16835,18845,2009,0,193.76
4852,2010-09-03,18,16148,18252,2103,0,193.76
4853,2010-09-03,17,16618,18507,1888,0,193.76
4854,2010-09-03,16,16684,19569,2884,0,190.1
4855,2010-09-03,15,16921,19770,2848,0,190.1
4856,2010-09-03,14,17256,20273,3016,0,190.1
4857,2010-09-03,13,17038,20179,3140,0,190.29
4858,2010-09-03,12,17856,20189,2346,0,190.0
4859,2010-09-03,11,17881,21284,3402,0,190.48
4860,2010-09-03,10,17669,20987,3317,0,190.29
4861,2010-09-03,9,17148,20474,3325,0,190.1
4862,2010-09-03,8,15503,18568,3064,0,190.1
4863,2010-09-03,7,16537,15749,0,788,100.0
4864,2010-09-03,6,17723,14266,0,3595,47.08
4865,2010-09-03,5,17429,14492,0,3077,65.92
4866,2010-09-03,4,17429,14657,0,2918,65.92
4867,2010-09-03,3,17400,14752,0,2653,67.25
4868,2010-09-03,2,17523,15133,0,2390,68.99
4869,2010-09-03,1,17435,15736,0,1699,79.9
4870,2010-09-03,0,15597,16789,1191,0,159.63
4871,2010-09-02,23,16243,18731,2599,0,166.65
4872,2010-09-02,22,16938,20011,3124,0,170.0
4873,2010-09-02,21,17048,19790,2741,0,193.9
4874,2010-09-02,20,17738,20276,2537,0,193.9
4875,2010-09-02,19,16635,18680,2044,0,193.76
4876,2010-09-02,18,16585,18392,1806,0,193.76
4877,2010-09-02,17,16787,18652,1864,0,193.76
4878,2010-09-02,16,16530,19618,3087,0,190.1
4879,2010-09-02,15,17325,19902,2576,0,190.1
4880,2010-09-02,14,17600,20185,2584,0,190.1
4881,2010-09-02,13,17868,20002,2133,0,189.03
4882,2010-09-02,12,17876,19899,2022,0,189.03
4883,2010-09-02,11,18194,21327,3132,0,190.48
4884,2010-09-02,10,17939,20938,2998,0,190.1
4885,2010-09-02,9,16949,20319,3369,0,190.29
4886,2010-09-02,8,15488,18236,2747,0,190.1
4887,2010-09-02,7,17033,14911,0,2122,79.9
4888,2010-09-02,6,17300,13321,0,4049,47.08
4889,2010-09-02,5,16893,13341,0,3645,65.92
4890,2010-09-02,4,16889,13302,0,3645,65.92
4891,2010-09-02,3,16890,13387,0,3646,65.92
4892,2010-09-02,2,16928,13674,0,3325,65.92
4893,2010-09-02,1,16646,14478,0,2198,69.16
4894,2010-09-02,0,15969,15832,0,130,109.16
4895,2010-09-01,23,17716,18300,591,0,147.0
4896,2010-09-01,22,17819,19183,1363,0,159.99
4897,2010-09-01,21,19624,18967,0,657,85.0
4898,2010-09-01,20,19647,19258,0,389,110.0
4899,2010-09-01,19,19829,17063,0,2766,69.54
4900,2010-09-01,18,19988,15772,0,4216,67.35
4901,2010-09-01,17,18551,15433,0,3118,66.55
4902,2010-09-01,16,18140,15883,0,2257,52.92
4903,2010-09-01,15,18181,16177,0,2004,68.48
4904,2010-09-01,14,18477,16464,0,2086,50.0
4905,2010-09-01,13,18749,16676,0,2144,50.0
4906,2010-09-01,12,19009,16874,0,2145,50.0
4907,2010-09-01,11,19021,17177,0,1844,50.0
4908,2010-09-01,10,18257,16685,0,1572,75.0
4909,2010-09-01,9,17932,15767,0,2165,79.9
4910,2010-09-01,8,17783,14274,0,3530,48.42
4911,2010-09-01,7,17826,13134,0,4727,45.41
4912,2010-09-01,6,17854,12936,0,4918,41.27
4913,2010-09-01,5,17549,13856,0,3712,64.35
4914,2010-09-01,4,17514,14222,0,3417,65.92
4915,2010-09-01,3,17513,14307,0,3257,65.92
4916,2010-09-01,2,17756,14896,0,2860,66.55
4917,2010-09-01,1,17595,15702,0,1893,79.9
4918,2010-09-01,0,15669,16949,1279,0,159.63
4919,2010-08-31,23,16409,18970,2773,0,166.65
4920,2010-08-31,22,17483,19752,2268,0,166.15
4921,2010-08-31,21,17924,19528,1604,0,193.76
4922,2010-08-31,20,17932,20114,2182,0,193.9
4923,2010-08-31,19,16579,18421,1841,0,193.76
4924,2010-08-31,18,15517,17430,2026,0,193.8
4925,2010-08-31,17,15437,17502,2064,0,193.9
4926,2010-08-31,16,14796,18172,3375,0,190.1
4927,2010-08-31,15,15672,18758,3085,0,190.1
4928,2010-08-31,14,16286,19335,3048,0,190.1
4929,2010-08-31,13,16548,19634,3085,0,190.1
4930,2010-08-31,12,16555,19741,3185,0,190.1
4931,2010-08-31,11,17537,20342,2804,0,190.1
4932,2010-08-31,10,17338,20249,2910,0,190.1
4933,2010-08-31,9,16092,19029,2936,0,190.1
4934,2010-08-31,8,15007,17246,2238,0,189.03
4935,2010-08-31,7,17265,15008,0,2257,68.48
4936,2010-08-31,6,17467,14013,0,3458,47.08
4937,2010-08-31,5,17041,14731,0,2310,68.48
4938,2010-08-31,4,16874,15002,0,1872,79.9
4939,2010-08-31,3,16870,15186,0,1684,95.0
4940,2010-08-31,2,16634,15674,0,997,100.01
4941,2010-08-31,1,14979,16580,1600,0,166.15
4942,2010-08-31,0,14785,17928,3142,0,170.1
4943,2010-08-30,23,17968,19699,1854,0,166.65
4944,2010-08-30,22,18756,20579,1854,0,166.65
4945,2010-08-30,21,18647,20361,1714,0,193.9
4946,2010-08-30,20,18928,20946,2018,0,193.9
4947,2010-08-30,19,17819,19253,1434,0,193.9
4948,2010-08-30,18,17498,18658,1160,0,193.76
4949,2010-08-30,17,17451,18915,1464,0,193.9
4950,2010-08-30,16,17533,19780,2246,0,190.1
4951,2010-08-30,15,17794,19987,2192,0,190.1
4952,2010-08-30,14,18042,20486,2443,0,190.1
4953,2010-08-30,13,17239,19892,2652,0,190.1
4954,2010-08-30,12,17715,20394,2678,0,190.1
4955,2010-08-30,11,18608,21392,2783,0,190.1
4956,2010-08-30,10,18639,21200,2560,0,190.1
4957,2010-08-30,9,17863,20494,2630,0,190.1
4958,2010-08-30,8,16715,18895,2179,0,190.1
4959,2010-08-30,7,17422,16282,0,1140,100.0
4960,2010-08-30,6,18319,14891,0,3433,47.08
4961,2010-08-30,5,17846,15085,0,2814,65.92
4962,2010-08-30,4,17846,15149,0,2814,65.92
4963,2010-08-30,3,17867,15255,0,2655,66.98
4964,2010-08-30,2,17619,15630,0,2012,69.16
4965,2010-08-30,1,16009,16446,436,0,159.63
4966,2010-08-30,0,16375,17675,1422,0,166.65
4967,2010-08-29,23,16734,19967,3232,0,170.1
4968,2010-08-29,22,17584,21028,3467,0,170.17
4969,2010-08-29,21,17945,20945,2999,0,194.09
4970,2010-08-29,20,17954,21126,3171,0,194.09
4971,2010-08-29,19,17386,19629,2242,0,193.9
4972,2010-08-29,18,16519,18943,2423,0,193.9
4973,2010-08-29,17,16464,19363,2898,0,194.09
4974,2010-08-29,16,16155,20436,4280,0,190.48
4975,2010-08-29,15,17038,20540,3441,0,190.29
4976,2010-08-29,14,17374,20841,3346,0,190.29
4977,2010-08-29,13,17380,20742,3181,0,190.29
4978,2010-08-29,12,17263,20745,3301,0,190.29
4979,2010-08-29,11,17538,21738,4019,0,190.48
4980,2010-08-29,10,17594,21442,3667,0,190.29
4981,2010-08-29,9,17370,20937,3386,0,190.29
4982,2010-08-29,8,16202,19045,2662,0,190.1
4983,2010-08-29,7,17140,16317,0,823,103.5
4984,2010-08-29,6,18464,15028,0,3507,47.08
4985,2010-08-29,5,17760,15219,0,2551,68.06
